,golang/go,nim-lang/Nim,rust-lang/rust
2017-08-24,22,2,32
2017-08-25,39,4,52
2017-08-26,3,0,34
2017-08-27,1,0,41
2017-08-28,30,5,48
2017-08-29,40,2,55
2017-08-30,22,5,44
2017-08-31,14,4,44
2017-09-01,10,11,53
2017-09-02,2,11,39
2017-09-03,4,3,46
2017-09-04,1,7,43
2017-09-05,7,5,92
2017-09-06,13,4,30
2017-09-07,5,2,52
2017-09-08,14,2,24
2017-09-09,20,1,31
2017-09-10,10,1,46
2017-09-11,22,3,31
2017-09-12,12,0,35
2017-09-13,14,0,54
2017-09-14,9,0,45
2017-09-15,11,19,68
2017-09-16,2,7,50
2017-09-17,2,2,89
2017-09-18,15,0,59
2017-09-19,14,0,59
2017-09-20,29,1,42
2017-09-21,8,7,36
2017-09-22,25,6,29
2017-09-23,6,5,63
2017-09-24,8,2,54
2017-09-25,15,5,56
2017-09-26,10,3,55
2017-09-27,23,2,62
2017-09-28,10,7,49
2017-09-29,7,2,69
2017-09-30,4,8,67
2017-10-01,2,4,23
2017-10-02,9,7,31
2017-10-03,25,1,22
2017-10-04,25,0,40
2017-10-05,27,1,60
2017-10-06,16,3,48
2017-10-07,4,0,45
2017-10-08,3,0,63
2017-10-09,12,15,37
2017-10-10,14,10,58
2017-10-11,45,0,43
2017-10-12,17,4,43
2017-10-13,21,5,57
2017-10-14,3,10,35
2017-10-15,3,8,37
2017-10-16,18,16,56
2017-10-17,16,7,42
2017-10-18,10,1,58
2017-10-19,12,7,30
2017-10-20,13,2,46
2017-10-21,7,2,41
2017-10-22,2,7,23
2017-10-23,5,5,21
2017-10-24,19,3,28
2017-10-25,59,21,46
2017-10-26,11,6,37
2017-10-27,10,2,45
2017-10-28,5,9,40
2017-10-29,12,13,30
2017-10-30,22,15,23
2017-10-31,37,5,74
2017-11-01,27,13,48
2017-11-02,30,12,66
2017-11-03,24,5,71
2017-11-04,7,0,51
2017-11-05,5,8,43
2017-11-06,26,9,77
2017-11-07,16,9,80
2017-11-08,8,4,62
2017-11-09,9,1,43
2017-11-10,21,4,47
2017-11-11,2,2,29
2017-11-12,2,0,43
2017-11-13,15,1,68
2017-11-14,15,10,64
2017-11-15,31,10,88
2017-11-16,30,12,102
2017-11-17,11,6,59
2017-11-18,8,26,50
2017-11-19,5,11,100
2017-11-20,5,0,73
2017-11-21,16,8,40
2017-11-22,21,9,39
2017-11-23,8,9,31
2017-11-24,2,11,52
2017-11-25,3,4,36
2017-11-26,2,7,53
2017-11-27,8,3,61
2017-11-28,9,30,42
2017-11-29,22,8,63
2017-11-30,19,13,54
2017-12-01,34,11,69
2017-12-02,2,3,25
2017-12-03,0,2,47
2017-12-04,8,1,57
2017-12-05,8,1,63
2017-12-06,23,1,55
2017-12-07,13,10,63
2017-12-08,17,6,26
2017-12-09,2,4,18
2017-12-10,2,0,46
2017-12-11,12,8,46
2017-12-12,5,7,35
2017-12-13,9,7,78
2017-12-14,19,15,43
2017-12-15,8,16,68
2017-12-16,1,2,13
2017-12-17,0,12,43
2017-12-18,2,7,73
2017-12-19,2,4,35
2017-12-20,4,3,91
2017-12-21,2,21,77
2017-12-22,1,3,45
2017-12-23,0,2,27
2017-12-24,0,2,27
2017-12-25,1,0,14
2017-12-26,0,0,59
2017-12-27,1,15,31
2017-12-28,0,17,38
2017-12-29,0,3,20
2017-12-30,1,6,20
2017-12-31,2,5,44
2018-01-01,1,1,34
2018-01-02,4,1,28
2018-01-03,8,14,43
2018-01-04,15,4,50
2018-01-05,9,7,26
2018-01-06,5,2,40
2018-01-07,0,7,43
2018-01-08,1,14,38
2018-01-09,13,8,29
2018-01-10,15,7,46
2018-01-11,9,17,42
2018-01-12,2,7,65
2018-01-13,0,2,46
2018-01-14,1,7,30
2018-01-15,3,4,62
2018-01-16,4,2,79
2018-01-17,5,3,62
2018-01-18,1,13,37
2018-01-19,2,4,86
2018-01-20,3,3,55
2018-01-21,1,10,35
2018-01-22,5,4,85
2018-01-23,11,2,60
2018-01-24,5,1,38
2018-01-25,6,3,63
2018-01-26,2,1,76
2018-01-27,0,3,61
2018-01-28,1,5,53
2018-01-29,2,2,78
2018-01-30,7,6,75
2018-01-31,10,5,65
2018-02-01,0,2,36
2018-02-02,5,8,36
2018-02-03,0,4,19
2018-02-04,0,4,75
2018-02-05,3,5,54
2018-02-06,6,2,38
2018-02-07,7,0,41
2018-02-08,1,0,35
2018-02-09,4,4,32
2018-02-10,0,9,59
2018-02-11,1,3,36
2018-02-12,38,8,43
2018-02-13,54,3,29
2018-02-14,46,1,61
2018-02-15,45,0,29
2018-02-16,7,3,30
2018-02-17,9,7,61
2018-02-18,2,0,36
2018-02-19,9,4,40
2018-02-20,27,3,48
2018-02-21,29,3,31
2018-02-22,10,3,36
2018-02-23,17,2,85
2018-02-24,3,2,58
2018-02-25,1,4,49
2018-02-26,22,4,33
2018-02-27,22,7,30
2018-02-28,17,7,76
2018-03-01,23,5,67
2018-03-02,16,1,39
2018-03-03,7,1,39
2018-03-04,7,2,31
2018-03-05,10,13,69
2018-03-06,21,3,64
2018-03-07,22,1,45
2018-03-08,27,5,167
2018-03-09,20,0,78
2018-03-10,7,0,46
2018-03-11,1,1,30
2018-03-12,8,3,48
2018-03-13,16,1,59
2018-03-14,14,3,69
2018-03-15,23,2,71
2018-03-16,4,10,57
2018-03-17,1,3,75
2018-03-18,2,7,57
2018-03-19,11,6,73
2018-03-20,12,2,46
2018-03-21,7,2,41
2018-03-22,9,2,96
2018-03-23,5,1,68
2018-03-24,12,8,40
2018-03-25,6,0,49
2018-03-26,17,1,78
2018-03-27,20,2,89
2018-03-28,16,1,65
2018-03-29,18,7,54
2018-03-30,13,7,34
2018-03-31,5,4,28
2018-04-01,5,4,40
2018-04-02,14,5,44
2018-04-03,19,6,55
2018-04-04,18,7,58
2018-04-05,19,3,76
2018-04-06,17,20,74
2018-04-07,4,3,38
2018-04-08,2,0,31
2018-04-09,15,0,42
2018-04-10,23,3,64
2018-04-11,27,7,72
2018-04-12,14,11,62
2018-04-13,16,15,53
2018-04-14,7,6,45
2018-04-15,10,13,76
2018-04-16,19,8,41
2018-04-17,17,0,42
2018-04-18,14,10,33
2018-04-19,11,6,29
2018-04-20,18,3,49
2018-04-21,6,10,38
2018-04-22,2,2,20
2018-04-23,10,3,34
2018-04-24,20,7,39
2018-04-25,22,11,35
2018-04-26,24,4,61
2018-04-27,12,10,82
2018-04-28,2,23,36
2018-04-29,14,13,40
2018-04-30,18,20,61
2018-05-01,30,2,51
2018-05-02,12,10,43
2018-05-03,18,9,64
2018-05-04,18,6,40
2018-05-05,3,7,38
2018-05-06,7,11,39
2018-05-07,13,13,44
2018-05-08,29,1,33
2018-05-09,16,20,56
2018-05-10,14,11,61
2018-05-11,5,7,54
2018-05-12,3,8,61
2018-05-13,3,6,47
2018-05-14,15,10,47
2018-05-15,6,3,100
2018-05-16,6,4,75
2018-05-17,7,7,90
2018-05-18,7,10,73
2018-05-19,2,5,46
2018-05-20,1,3,34
2018-05-21,11,4,61
2018-05-22,35,4,68
2018-05-23,23,7,45
2018-05-24,10,1,108
2018-05-25,7,9,24
2018-05-26,5,3,35
2018-05-27,1,16,42
2018-05-28,4,16,64
2018-05-29,25,4,71
2018-05-30,19,10,53
2018-05-31,15,6,59
2018-06-01,7,8,54
2018-06-02,1,3,47
2018-06-03,0,9,84
2018-06-04,11,16,38
2018-06-05,9,16,81
2018-06-06,14,17,56
2018-06-07,18,19,49
2018-06-08,8,8,38
2018-06-09,2,4,45
2018-06-10,2,17,24
2018-06-11,14,13,49
2018-06-12,25,13,36
2018-06-13,27,9,27
2018-06-14,15,10,19
2018-06-15,15,5,23
2018-06-16,3,18,18
2018-06-17,3,5,18
2018-06-18,5,3,29
2018-06-19,9,13,69
2018-06-20,11,3,74
2018-06-21,8,0,30
2018-06-22,13,4,57
2018-06-23,1,3,45
2018-06-24,1,6,25
2018-06-25,10,9,55
2018-06-26,10,13,131
2018-06-27,16,12,116
2018-06-28,10,2,73
2018-06-29,16,7,39
2018-06-30,1,4,54
2018-07-01,2,8,71
2018-07-02,12,5,69
2018-07-03,12,2,44
2018-07-04,4,4,49
2018-07-05,3,6,44
2018-07-06,11,10,49
2018-07-07,4,9,52
2018-07-08,3,3,25
2018-07-09,20,9,42
2018-07-10,18,4,45
2018-07-11,15,4,74
2018-07-12,20,8,100
2018-07-13,14,6,100
2018-07-14,1,1,118
2018-07-15,5,3,45
2018-07-16,15,5,83
2018-07-17,18,12,65
2018-07-18,32,6,78
2018-07-19,34,2,57
2018-07-20,11,4,89
2018-07-21,0,6,42
2018-07-22,0,3,65
2018-07-23,4,2,62
2018-07-24,10,2,109
2018-07-25,3,1,82
2018-07-26,1,1,79
2018-07-27,9,3,56
2018-07-28,9,1,32
2018-07-29,3,0,56
2018-07-30,3,21,109
2018-07-31,20,4,108
2018-08-01,18,3,120
2018-08-02,12,2,64
2018-08-03,14,2,57
2018-08-04,2,9,68
2018-08-05,0,9,97
2018-08-06,3,9,58
2018-08-07,6,8,104
2018-08-08,5,17,70
2018-08-09,16,5,127
2018-08-10,13,11,46
2018-08-11,0,1,52
2018-08-12,1,3,41
2018-08-13,3,21,53
2018-08-14,4,7,125
2018-08-15,0,6,105
2018-08-16,3,9,116
2018-08-17,14,8,44
2018-08-18,8,4,40
2018-08-19,0,1,83
2018-08-20,53,5,72
2018-08-21,53,9,44
2018-08-22,53,12,118
2018-08-23,11,21,72
2018-08-24,28,6,87
2018-08-25,7,5,43
2018-08-26,6,4,57
2018-08-27,3,9,89
2018-08-28,13,9,61
2018-08-29,6,2,92
2018-08-30,29,12,98
2018-08-31,11,8,78
2018-09-01,2,1,64
2018-09-02,3,6,42
2018-09-03,7,25,74
2018-09-04,10,10,39
2018-09-05,17,5,64
2018-09-06,9,6,93
2018-09-07,14,17,74
2018-09-08,3,4,63
2018-09-09,3,0,47
2018-09-10,2,3,69
2018-09-11,7,10,85
2018-09-12,10,8,71
2018-09-13,14,4,76
2018-09-14,6,26,44
2018-09-15,3,17,69
