,google/closure-compiler,microsoft/typescript,rescript-lang/rescript-compiler
2016-07-19,11,12,9.190200065515626
2016-07-20,0,5,8.428786013525
2016-07-21,13,22,5.1356540300062505
2016-07-22,11,29,0.3023284921999996
2016-07-23,0,10,-0.20263635389062418
2016-07-24,0,1,1.1463125243343764
2016-07-25,22,7,3.1910451337531263
2016-07-26,11,15,9.068002957428126
2016-07-27,8,20,5.41134981984375
2016-07-28,22,16,-1.605093304265625
2016-07-29,14,18,2.0988003785312506
2016-07-30,0,2,0.11406168496718838
2016-07-31,0,2,1.3579935394125013
2016-08-01,4,22,17.353152361432812
2016-08-02,0,18,10.761370492865623
2016-08-03,0,13,7.5570528359499995
2016-08-04,4,12,-0.34589450396875066
2016-08-05,57,13,6.470106430998438
2016-08-06,0,5,2.200163339703126
2016-08-07,0,4,-1.5270112381234358
