,flutter/flutter,ionic-team/ionic-framework,NativeScript/NativeScript
2017-03-31,4.05581289985,1,3
2017-04-01,-2.363129483159374,4,0
2017-04-02,4.574217306109377,4,0
2017-04-03,2.402392163896877,0,6
2017-04-04,19.54724930874063,1,5
2017-04-05,17.91220961338125,7,1
2017-04-06,9.262016108162499,13,7
2017-04-07,5.6719804056562495,8,3
2017-04-08,8.146187445851563,2,0
2017-04-09,-0.8258664452515605,0,0
2017-04-10,4.063248824406252,1,2
2017-04-11,2.0029834989718776,0,2
2017-04-12,5.262057982778128,1,12
2017-04-13,8.090404109667189,6,6
2017-04-14,7.869402123792188,4,1
2017-04-15,1.8274949161421876,0,0
