,hashicorp/nomad,docker-archive/classicswarm,kubernetes/kubernetes
2017-08-13,0,-0.1000981504,7
2017-08-14,25,-0.06799872000000004,70
2017-08-15,12,-0.05524531199999996,78
2017-08-16,11,-0.04632279039999998,75
2017-08-17,32,-0.02877542399999988,82
2017-08-18,10,-0.02493870079999993,73
2017-08-19,2,0.0,16
2017-08-20,0,0.0,5
2017-08-21,14,0.0,56
2017-08-22,17,0.0,74
2017-08-23,24,0.0,93
2017-08-24,7,1.0,83
2017-08-25,25,-0.19999999999999996,128
2017-08-26,1,-0.08000000000000007,83
2017-08-27,0,-0.048000000000000036,16
2017-08-28,29,-0.03360000000000001,57
2017-08-29,37,2.9744639999999998,81
2017-08-30,17,-0.6204287999999999,91
2017-08-31,8,0.7430732799999997,48
