,python/cpython,ruby/ruby,php/php-src
2023-01-13,5,14,13
2023-01-14,8,4,8
2023-01-15,3,4,35
2023-01-16,7,7,19
2023-01-17,3,10,15
2023-01-18,6,22,10
2023-01-19,5,16,18
2023-01-20,16,22,10
2023-01-21,9,4,2
2023-01-22,8,3,6
2023-01-23,7,10,21
2023-01-24,13,2,14
2023-01-25,7,3,13
2023-01-26,9,16,6
2023-01-27,5,13,9
2023-01-28,5,2,6
2023-01-29,1,1,4
2023-01-30,8,22,12
2023-01-31,12,30,7
2023-02-01,10,9,0
2023-02-02,5,24,14
2023-02-03,9,16,4
2023-02-04,6,6,1
