,hyperledger/besu,ethereum/go-ethereum,NethermindEth/nethermind
2020-12-21,-0.5971875840000003,2,1
2020-12-22,-0.4680378367999999,0,0
2020-12-23,-0.36222597119999966,2,0
2020-12-24,-0.2725882879999994,0,0
2020-12-25,-0.17931038719999964,0,0
2020-12-26,-0.06810183679999975,0,0
2020-12-27,-0.03740805119999989,9,0
2020-12-28,0.0,0,1
2020-12-29,0.0,0,7
2020-12-30,0.0,1,3
2020-12-31,0.0,0,0
2021-01-01,0.0,0,0
2021-01-02,0.0,0,0
2021-01-03,0.0,0,0
2021-01-04,3.0,6,1
2021-01-05,8.4,7,3
2021-01-06,2.96,3,6
2021-01-07,0.13599999999999945,9,1
2021-01-08,1.6671999999999993,2,1
