,apache/tomee,spring-projects/spring-boot,dropwizard/dropwizard
2019-01-09,54.1638214656,6,0
2019-01-10,4.136294604800003,22,6
2019-01-11,-6.949315276800002,53,0
2019-01-12,-5.9851713536,7,0
2019-01-13,-1.7119478784000006,0,0
2019-01-14,0.09513840639999893,7,0
2019-01-15,-0.6938256384000008,0,0
2019-01-16,0.6873324543999995,0,0
2019-01-17,24.741059891200003,7,0
2019-01-18,-0.9208532991999956,4,0
2019-01-19,-2.956277043200001,0,0
2019-01-20,-2.2604198912000015,0,4
