,nim-lang/Nim,rust-lang/rust,golang/go
2021-05-24,0,94,21
2021-05-25,1,67,5
2021-05-26,6,88,23
2021-05-27,1,98,25
2021-05-28,1,43,7
2021-05-29,2,50,2
2021-05-30,6,62,2
2021-05-31,9,103,1
2021-06-01,3,59,14
2021-06-02,4,72,33
2021-06-03,14,73,20
2021-06-04,5,119,29
2021-06-05,5,59,9
2021-06-06,2,59,1
2021-06-07,6,75,20
2021-06-08,0,70,26
2021-06-09,2,82,13
2021-06-10,8,54,3
2021-06-11,3,52,15
2021-06-12,1,34,7
2021-06-13,2,68,4
2021-06-14,7,81,10
2021-06-15,2,78,12
