,apache/mxnet,tensorflow/tensorflow,pytorch/pytorch
2019-12-02,1,78,9
2019-12-03,0,113,51
2019-12-04,1,119,35
2019-12-05,4,139,35
2019-12-06,7,119,39
2019-12-07,6,44,11
2019-12-08,1,23,1
2019-12-09,18,74,19
2019-12-10,9,100,29
2019-12-11,6,100,31
2019-12-12,3,104,31
2019-12-13,3,87,10
2019-12-14,6,89,0
2019-12-15,0,17,25
2019-12-16,6,88,11
2019-12-17,4,94,12
2019-12-18,3,118,33
2019-12-19,2,127,27
2019-12-20,1,102,21
2019-12-21,2,50,6
2019-12-22,0,16,1
2019-12-23,1,91,6
2019-12-24,1,48,4
2019-12-25,3,13,0
2019-12-26,6,31,8
2019-12-27,8,42,10
2019-12-28,1,24,1
2019-12-29,0,17,3
2019-12-30,3,24,4
2019-12-31,3,41,5
2020-01-01,1,10,0
2020-01-02,7,61,11
2020-01-03,5,79,21
2020-01-04,1,22,12
2020-01-05,1,12,5
2020-01-06,3,91,11
2020-01-07,3,91,22
2020-01-08,2,95,32
2020-01-09,5,93,23
2020-01-10,5,103,17
2020-01-11,2,41,3
2020-01-12,3,13,1
2020-01-13,2,77,15
2020-01-14,10,89,23
2020-01-15,5,93,27
2020-01-16,9,121,21
2020-01-17,5,109,22
2020-01-18,4,50,14
2020-01-19,5,14,1
2020-01-20,1,41,2
2020-01-21,3,85,19
2020-01-22,5,122,24
2020-01-23,10,98,22
2020-01-24,4,100,19
2020-01-25,1,36,11
2020-01-26,0,18,5
2020-01-27,3,72,16
2020-01-28,4,98,26
2020-01-29,3,112,39
2020-01-30,6,114,24
2020-01-31,2,95,20
2020-02-01,1,46,12
2020-02-02,1,17,4
2020-02-03,5,84,20
2020-02-04,8,112,29
2020-02-05,6,137,21
2020-02-06,6,95,11
2020-02-07,5,115,16
2020-02-08,2,41,3
2020-02-09,5,24,1
2020-02-10,6,95,14
2020-02-11,5,110,19
2020-02-12,6,128,35
2020-02-13,7,136,32
2020-02-14,5,126,32
2020-02-15,7,44,8
2020-02-16,6,17,3
2020-02-17,5,29,8
2020-02-18,2,99,23
2020-02-19,4,131,27
2020-02-20,7,152,32
2020-02-21,1,145,32
2020-02-22,3,49,10
2020-02-23,0,21,2
2020-02-24,4,89,18
2020-02-25,10,120,44
2020-02-26,6,106,24
2020-02-27,1,93,44
2020-02-28,5,101,35
2020-02-29,6,45,14
2020-03-01,0,25,4
2020-03-02,4,80,31
2020-03-03,6,77,48
2020-03-04,5,98,44
2020-03-05,5,121,20
2020-03-06,6,93,39
2020-03-07,0,36,10
2020-03-08,1,22,1
2020-03-09,5,98,27
2020-03-10,4,89,35
2020-03-11,0,103,28
2020-03-12,2,93,37
2020-03-13,3,101,34
2020-03-14,1,32,18
2020-03-15,1,22,10
2020-03-16,3,74,24
2020-03-17,4,88,38
2020-03-18,7,86,41
2020-03-19,3,101,40
2020-03-20,1,103,32
2020-03-21,0,23,32
2020-03-22,1,17,9
2020-03-23,6,86,26
2020-03-24,1,97,54
2020-03-25,1,80,42
2020-03-26,0,78,43
2020-03-27,0,90,57
2020-03-28,0,30,25
2020-03-29,0,21,9
2020-03-30,0,98,29
2020-03-31,0,91,34
2020-04-01,0,126,49
2020-04-02,1,97,35
2020-04-03,2,105,40
2020-04-04,1,36,17
2020-04-05,1,21,3
2020-04-06,5,93,23
2020-04-07,5,100,31
2020-04-08,11,84,41
2020-04-09,3,85,44
2020-04-10,14,83,44
2020-04-11,6,29,17
2020-04-12,3,19,5
2020-04-13,3,105,21
2020-04-14,6,105,44
2020-04-15,1,111,32
2020-04-16,8,102,42
2020-04-17,7,101,32
2020-04-18,1,24,17
2020-04-19,0,16,8
2020-04-20,3,92,31
2020-04-21,4,111,44
2020-04-22,2,114,44
2020-04-23,3,77,35
2020-04-24,8,85,31
2020-04-25,0,60,34
2020-04-26,0,17,10
2020-04-27,1,76,32
2020-04-28,8,95,21
2020-04-29,5,112,56
2020-04-30,5,100,40
2020-05-01,7,132,35
2020-05-02,0,33,6
2020-05-03,1,25,4
2020-05-04,6,95,35
2020-05-05,1,81,63
2020-05-06,6,96,59
2020-05-07,5,77,52
2020-05-08,1,91,56
2020-05-09,1,32,17
2020-05-10,2,17,3
2020-05-11,4,79,27
2020-05-12,2,116,47
2020-05-13,2,89,49
2020-05-14,5,94,59
2020-05-15,3,103,42
2020-05-16,1,22,9
2020-05-17,3,5,2
2020-05-18,1,58,34
2020-05-19,10,82,43
2020-05-20,5,98,36
2020-05-21,4,73,37
2020-05-22,5,55,11
2020-05-23,1,13,0
2020-05-24,2,6,0
2020-05-25,2,20,0
2020-05-26,1,83,35
2020-05-27,5,129,43
2020-05-28,1,114,40
2020-05-29,0,88,35
2020-05-30,4,23,7
2020-05-31,1,10,2
2020-06-01,4,74,27
2020-06-02,8,100,42
2020-06-03,4,104,24
2020-06-04,2,93,38
2020-06-05,8,114,19
2020-06-06,1,29,7
2020-06-07,0,15,22
2020-06-08,4,102,22
2020-06-09,1,105,35
2020-06-10,2,125,33
2020-06-11,4,111,37
2020-06-12,1,111,39
2020-06-13,2,29,10
2020-06-14,1,23,7
2020-06-15,3,100,18
2020-06-16,4,125,57
2020-06-17,2,112,42
2020-06-18,5,133,47
2020-06-19,4,146,42
2020-06-20,1,36,17
2020-06-21,0,4,7
2020-06-22,2,119,37
2020-06-23,2,132,55
2020-06-24,2,129,49
2020-06-25,4,94,22
2020-06-26,1,108,30
2020-06-27,1,36,11
2020-06-28,0,24,7
2020-06-29,3,67,13
2020-06-30,1,120,35
2020-07-01,3,101,18
2020-07-02,1,34,27
2020-07-03,3,34,14
2020-07-04,1,7,6
2020-07-05,0,7,1
2020-07-06,0,76,27
2020-07-07,3,94,31
2020-07-08,0,128,34
2020-07-09,1,114,41
2020-07-10,1,114,27
2020-07-11,1,33,13
2020-07-12,0,20,3
2020-07-13,3,93,15
2020-07-14,3,127,21
2020-07-15,5,142,36
2020-07-16,5,95,43
2020-07-17,4,122,30
2020-07-18,1,31,10
2020-07-19,1,16,3
2020-07-20,4,101,15
2020-07-21,1,124,18
2020-07-22,2,123,29
2020-07-23,3,142,32
2020-07-24,1,106,22
2020-07-25,3,39,7
2020-07-26,0,23,5
2020-07-27,2,84,21
2020-07-28,4,144,47
2020-07-29,5,155,24
2020-07-30,1,148,26
2020-07-31,5,136,22
2020-08-01,2,30,13
2020-08-02,0,15,3
2020-08-03,7,83,16
2020-08-04,4,140,44
2020-08-05,4,119,42
2020-08-06,2,109,41
2020-08-07,4,103,31
2020-08-08,3,27,15
2020-08-09,1,13,1
2020-08-10,2,82,14
2020-08-11,2,101,35
2020-08-12,3,105,29
2020-08-13,1,116,25
2020-08-14,4,94,43
2020-08-15,1,26,8
2020-08-16,1,26,3
2020-08-17,0,132,15
2020-08-18,4,106,27
2020-08-19,5,124,15
2020-08-20,5,85,25
2020-08-21,2,92,48
2020-08-22,3,17,21
2020-08-23,1,12,7
2020-08-24,1,86,14
2020-08-25,3,77,23
2020-08-26,2,81,30
2020-08-27,2,84,31
2020-08-28,2,100,29
2020-08-29,1,42,25
2020-08-30,4,8,14
2020-08-31,8,89,37
2020-09-01,4,96,51
2020-09-02,3,97,35
2020-09-03,4,94,61
2020-09-04,0,28,30
2020-09-05,1,4,16
2020-09-06,5,5,9
2020-09-07,4,14,6
2020-09-08,2,64,21
2020-09-09,1,98,50
2020-09-10,1,105,29
2020-09-11,5,108,56
2020-09-12,4,25,10
2020-09-13,1,13,8
2020-09-14,2,86,32
2020-09-15,3,92,29
2020-09-16,1,83,44
2020-09-17,4,113,40
2020-09-18,0,107,31
2020-09-19,1,29,13
2020-09-20,1,10,2
2020-09-21,2,85,20
2020-09-22,2,86,38
2020-09-23,1,105,40
2020-09-24,2,105,47
2020-09-25,1,93,43
2020-09-26,2,26,19
2020-09-27,2,7,12
2020-09-28,0,72,35
2020-09-29,1,95,59
2020-09-30,1,121,39
2020-10-01,3,89,33
2020-10-02,2,81,39
2020-10-03,1,33,9
2020-10-04,0,12,2
2020-10-05,9,99,26
2020-10-06,6,126,38
2020-10-07,5,105,30
2020-10-08,1,83,51
2020-10-09,4,88,28
2020-10-10,0,19,10
2020-10-11,2,14,3
2020-10-12,3,70,18
2020-10-13,2,82,35
2020-10-14,3,108,40
2020-10-15,1,121,40
2020-10-16,2,108,26
2020-10-17,1,24,10
2020-10-18,0,9,5
2020-10-19,1,71,13
2020-10-20,1,104,25
2020-10-21,4,123,31
2020-10-22,3,111,39
2020-10-23,2,71,26
2020-10-24,1,24,9
2020-10-25,3,7,0
2020-10-26,4,65,17
2020-10-27,2,86,31
2020-10-28,0,78,31
2020-10-29,2,91,50
2020-10-30,1,86,26
2020-10-31,2,21,6
2020-11-01,0,6,3
2020-11-02,1,48,24
2020-11-03,2,84,45
2020-11-04,5,66,37
2020-11-05,4,77,35
2020-11-06,3,84,30
2020-11-07,3,17,13
2020-11-08,2,9,5
2020-11-09,3,72,25
2020-11-10,6,89,43
2020-11-11,3,92,47
2020-11-12,3,83,46
2020-11-13,1,88,47
2020-11-14,4,20,26
2020-11-15,0,5,6
2020-11-16,0,75,23
2020-11-17,5,92,30
2020-11-18,5,73,40
2020-11-19,3,120,39
2020-11-20,1,87,27
2020-11-21,0,37,22
2020-11-22,0,7,3
2020-11-23,1,65,1
2020-11-24,2,94,1
2020-11-25,1,63,11
2020-11-26,1,47,8
2020-11-27,2,27,6
2020-11-28,0,4,1
2020-11-29,2,4,2
2020-11-30,2,60,26
2020-12-01,1,74,39
2020-12-02,2,93,62
2020-12-03,2,86,39
2020-12-04,4,88,35
2020-12-05,0,18,22
2020-12-06,0,14,10
2020-12-07,2,69,16
2020-12-08,4,89,38
2020-12-09,2,97,36
2020-12-10,2,95,59
2020-12-11,1,78,46
2020-12-12,1,22,16
2020-12-13,0,7,1
2020-12-14,2,50,25
2020-12-15,2,129,30
2020-12-16,2,78,44
2020-12-17,0,99,51
2020-12-18,1,47,35
2020-12-19,1,8,16
2020-12-20,1,6,3
2020-12-21,1,49,28
2020-12-22,0,56,31
2020-12-23,2,67,27
2020-12-24,1,21,4
