,llvm/llvm-project,golang/go,gcc-mirror/gcc
2023-04-10,86,17,4
2023-04-11,150,30,7
2023-04-12,121,16,25
2023-04-13,173,16,10
2023-04-14,151,19,14
2023-04-15,47,0,7
2023-04-16,55,0,3
2023-04-17,151,11,20
2023-04-18,138,22,44
2023-04-19,131,12,39
2023-04-20,140,18,33
2023-04-21,118,24,33
2023-04-22,35,1,10
2023-04-23,32,0,10
2023-04-24,137,14,27
2023-04-25,125,9,23
2023-04-26,160,8,50
2023-04-27,137,8,31
2023-04-28,106,18,33
2023-04-29,45,0,7
2023-04-30,50,2,15
2023-05-01,82,7,21
2023-05-02,139,17,29
