,plotly/plotly.js,d3/d3,highcharts/highcharts
2014-05-22,6.144020597232814,1,2
2014-05-23,11.087739024643751,1,1
2014-05-24,4.674460734964063,0,0
2014-05-25,-1.9663954269484374,0,0
2014-05-26,3.8405265422125012,0,3
2014-05-27,5.701950766250001,0,5
2014-05-28,10.443735029328126,1,5
2014-05-29,3.8200297615109378,0,3
2014-05-30,4.193895741909375,1,6
2014-05-31,0.29354398675937543,0,0
2014-06-01,-1.2437405865765612,0,0
2014-06-02,2.215229463498439,0,5
2014-06-03,11.138882911171876,0,3
2014-06-04,7.205905616210938,0,5
2014-06-05,4.123120523560937,0,8
2014-06-06,16.339930188975,1,6
2014-06-07,-0.7527906358093759,2,0
2014-06-08,-0.6693792787468742,2,0
2014-06-09,9.819951306178126,0,1
2014-06-10,8.049087093453126,0,8
2014-06-11,9.826241844954687,0,3
2014-06-12,19.493224549928126,0,13
2014-06-13,-0.6274143584171883,0,10
2014-06-14,-2.2738814044968745,0,0
2014-06-15,1.502690694571877,0,0
2014-06-16,2.6865071981625026,0,3
2014-06-17,5.665912591792189,0,5
2014-06-18,15.375390611948438,0,1
