,pytorch/pytorch,tensorflow/tensorflow,apache/mxnet
2022-12-20,60,79,0.0
2022-12-21,49,59,0.0
2022-12-22,34,66,0.0
2022-12-23,11,20,0.0
2022-12-24,0,8,0.0
2022-12-25,1,5,0.0
2022-12-26,4,15,0.0
2022-12-27,13,31,0.0
2022-12-28,29,63,0.0
2022-12-29,15,47,0.0
2022-12-30,15,37,0.0
2022-12-31,5,4,0.0
2023-01-01,0,4,0.0
2023-01-02,8,10,0.0
2023-01-03,19,51,0.0
2023-01-04,34,65,1.0
2023-01-05,34,44,-0.19999999999999996
2023-01-06,38,53,-0.08000000000000007
2023-01-07,8,41,-0.048000000000000036
2023-01-08,4,7,-0.03360000000000001
2023-01-09,24,79,-0.025536000000000014
2023-01-10,37,83,-0.02042880000000001
2023-01-11,42,89,-0.01692672000000001
2023-01-12,47,99,0.9856122880000001
2023-01-13,30,82,-0.21246935039999992
2023-01-14,17,15,-0.08000000000000007
2023-01-15,3,4,-0.048000000000000036
2023-01-16,13,26,-0.03360000000000001
2023-01-17,49,60,-0.025536000000000014
2023-01-18,67,65,-0.02042880000000001
2023-01-19,40,83,-0.01692672000000001
2023-01-20,44,83,-0.01438771199999994
2023-01-21,38,25,-0.012469350399999964
2023-01-22,15,20,0.0
2023-01-23,41,76,0.0
2023-01-24,48,92,0.0
2023-01-25,31,49,0.0
2023-01-26,48,97,0.0
2023-01-27,37,75,0.0
2023-01-28,16,15,0.0
2023-01-29,15,8,0.0
2023-01-30,35,33,0.0
2023-01-31,45,54,0.0
2023-02-01,60,94,0.0
2023-02-02,61,63,0.0
2023-02-03,58,65,0.0
2023-02-04,19,20,0.0
2023-02-05,11,4,0.0
2023-02-06,20,66,0.0
2023-02-07,64,86,0.0
2023-02-08,51,54,0.0
2023-02-09,73,79,0.0
2023-02-10,69,71,0.0
2023-02-11,27,25,0.0
2023-02-12,16,5,0.0
2023-02-13,42,81,0.0
2023-02-14,42,76,0.0
2023-02-15,40,87,0.0
2023-02-16,54,82,0.0
2023-02-17,36,75,0.0
2023-02-18,6,14,0.0
2023-02-19,6,5,0.0
2023-02-20,12,31,0.0
2023-02-21,37,65,0.0
2023-02-22,27,47,0.0
2023-02-23,39,33,0.0
2023-02-24,26,63,0.0
2023-02-25,14,10,0.0
2023-02-26,11,7,0.0
2023-02-27,45,52,0.0
2023-02-28,46,91,0.0
2023-03-01,61,86,0.0
2023-03-02,29,90,0.0
2023-03-03,39,54,0.0
2023-03-04,19,1,0.0
2023-03-05,12,2,0.0
2023-03-06,28,117,0.0
2023-03-07,50,97,0.0
2023-03-08,51,94,0.0
2023-03-09,13,97,0.0
2023-03-10,55,64,0.0
2023-03-11,16,12,0.0
2023-03-12,9,9,0.0
2023-03-13,37,62,0.0
2023-03-14,71,74,0.0
2023-03-15,39,89,0.0
2023-03-16,31,75,0.0
2023-03-17,34,66,0.0
2023-03-18,11,9,0.0
2023-03-19,7,6,0.0
2023-03-20,26,61,0.0
2023-03-21,51,84,0.0
2023-03-22,54,99,0.0
2023-03-23,43,58,0.0
2023-03-24,50,102,0.0
2023-03-25,16,15,0.0
2023-03-26,8,5,0.0
2023-03-27,37,42,0.0
2023-03-28,74,45,0.0
2023-03-29,48,100,0.0
2023-03-30,62,86,0.0
2023-03-31,54,68,0.0
2023-04-01,19,8,0.0
2023-04-02,9,4,0.0
2023-04-03,28,71,0.0
2023-04-04,56,72,0.0
2023-04-05,70,72,0.0
2023-04-06,61,54,0.0
2023-04-07,45,53,0.0
2023-04-08,22,28,0.0
2023-04-09,12,9,0.0
2023-04-10,37,43,0.0
2023-04-11,55,65,0.0
2023-04-12,55,85,0.0
2023-04-13,52,79,0.0
2023-04-14,66,65,0.0
2023-04-15,32,12,0.0
2023-04-16,15,3,0.0
2023-04-17,54,54,0.0
2023-04-18,59,85,0.0
2023-04-19,75,63,0.0
2023-04-20,47,99,0.0
2023-04-21,54,61,0.0
2023-04-22,27,13,0.0
2023-04-23,13,5,0.0
2023-04-24,34,44,0.0
2023-04-25,61,55,0.0
2023-04-26,65,67,0.0
2023-04-27,56,72,0.0
2023-04-28,56,51,0.0
2023-04-29,14,13,0.0
2023-04-30,6,4,0.0
2023-05-01,28,31,0.0
2023-05-02,54,46,0.0
2023-05-03,49,53,0.0
2023-05-04,58,90,0.0
2023-05-05,66,59,0.0
2023-05-06,20,9,0.0
2023-05-07,6,6,0.0
2023-05-08,34,38,0.0
2023-05-09,55,81,0.0
2023-05-10,49,94,0.0
2023-05-11,49,63,0.0
2023-05-12,64,64,0.0
2023-05-13,13,13,0.0
2023-05-14,8,5,0.0
2023-05-15,49,55,0.0
2023-05-16,68,70,0.0
2023-05-17,49,56,0.0
2023-05-18,31,60,0.0
2023-05-19,39,62,0.0
2023-05-20,14,16,0.0
2023-05-21,9,7,0.0
2023-05-22,22,52,0.0
2023-05-23,41,69,0.0
2023-05-24,63,64,0.0
2023-05-25,45,73,0.0
2023-05-26,30,49,0.0
2023-05-27,19,8,0.0
2023-05-28,9,4,0.0
2023-05-29,7,6,0.0
2023-05-30,37,49,0.0
2023-05-31,38,39,0.0
2023-06-01,48,78,0.0
2023-06-02,51,69,0.0
2023-06-03,17,19,0.0
2023-06-04,15,8,0.0
2023-06-05,28,67,0.0
2023-06-06,35,78,0.0
2023-06-07,31,57,0.0
2023-06-08,46,63,0.0
2023-06-09,39,66,0.0
2023-06-10,23,12,0.0
2023-06-11,3,11,0.0
2023-06-12,34,66,0.0
2023-06-13,50,67,0.0
2023-06-14,56,75,0.0
2023-06-15,46,39,0.0
2023-06-16,37,65,0.0
2023-06-17,6,21,0.0
2023-06-18,3,7,0.0
2023-06-19,9,25,0.0
2023-06-20,32,43,0.0
2023-06-21,48,78,0.0
2023-06-22,53,59,0.0
2023-06-23,41,65,0.0
2023-06-24,13,10,0.0
2023-06-25,2,3,0.0
2023-06-26,23,76,0.0
2023-06-27,38,85,0.0
2023-06-28,40,82,0.0
2023-06-29,27,66,0.0
2023-06-30,38,69,0.0
2023-07-01,16,13,0.0
2023-07-02,0,5,0.0
2023-07-03,10,15,0.0
2023-07-04,9,28,0.0
2023-07-05,26,45,0.0
2023-07-06,51,75,0.0
2023-07-07,32,58,0.0
2023-07-08,21,16,0.0
2023-07-09,9,8,0.0
2023-07-10,34,79,0.0
2023-07-11,45,69,0.0
2023-07-12,34,76,0.0
2023-07-13,48,73,0.0
2023-07-14,47,53,0.0
2023-07-15,15,14,0.0
2023-07-16,4,9,0.0
2023-07-17,31,58,0.0
2023-07-18,43,40,0.0
2023-07-19,43,72,0.0
2023-07-20,48,86,0.0
2023-07-21,38,71,0.0
2023-07-22,14,10,0.0
2023-07-23,8,6,0.0
2023-07-24,23,56,0.0
2023-07-25,35,88,0.0
2023-07-26,65,49,0.0
2023-07-27,43,95,0.0
2023-07-28,53,64,0.0
2023-07-29,18,13,0.0
2023-07-30,8,6,0.0
2023-07-31,26,76,0.0
2023-08-01,43,66,0.0
2023-08-02,48,80,0.0
2023-08-03,47,78,0.0
2023-08-04,30,55,0.0
2023-08-05,14,14,0.0
2023-08-06,1,6,0.0
2023-08-07,28,65,0.0
2023-08-08,24,80,0.0
2023-08-09,40,59,0.0
2023-08-10,39,65,0.0
2023-08-11,40,72,0.0
2023-08-12,5,15,0.0
2023-08-13,4,5,0.0
2023-08-14,32,66,0.0
2023-08-15,38,65,0.0
2023-08-16,25,68,0.0
2023-08-17,36,84,0.0
2023-08-18,43,67,0.0
2023-08-19,13,6,0.0
2023-08-20,16,2,0.0
2023-08-21,45,53,0.0
2023-08-22,60,79,0.0
2023-08-23,66,69,0.0
2023-08-24,51,63,0.0
2023-08-25,62,65,0.0
2023-08-26,34,12,0.0
2023-08-27,10,2,0.0
2023-08-28,35,64,0.0
2023-08-29,37,82,0.0
2023-08-30,37,58,0.0
2023-08-31,45,69,0.0
2023-09-01,36,52,0.0
2023-09-02,20,8,0.0
2023-09-03,8,2,0.0
2023-09-04,8,17,0.0
2023-09-05,44,31,0.0
2023-09-06,38,38,0.0
2023-09-07,41,66,0.0
2023-09-08,48,34,0.0
2023-09-09,12,8,0.0
2023-09-10,16,4,0.0
2023-09-11,31,37,0.0
2023-09-12,49,60,0.0
2023-09-13,49,54,0.0
2023-09-14,60,41,0.0
2023-09-15,45,53,0.0
2023-09-16,21,8,0.0
2023-09-17,14,8,0.0
2023-09-18,35,50,0.0
2023-09-19,40,62,0.0
2023-09-20,63,57,0.0
2023-09-21,41,57,0.0
2023-09-22,41,74,0.0
2023-09-23,19,11,0.0
2023-09-24,11,5,0.0
2023-09-25,35,47,0.0
2023-09-26,52,53,0.0
2023-09-27,44,68,0.0
2023-09-28,44,61,0.0
2023-09-29,39,44,0.0
2023-09-30,10,7,0.0
2023-10-01,10,5,0.0
2023-10-02,30,47,0.0
2023-10-03,39,61,0.0
2023-10-04,44,69,0.0
2023-10-05,57,63,0.0
2023-10-06,57,55,0.0
2023-10-07,28,8,0.0
2023-10-08,20,5,0.0
2023-10-09,25,45,0.0
2023-10-10,43,64,0.0
2023-10-11,55,66,0.0
2023-10-12,37,63,0.0
2023-10-13,53,66,0.0
2023-10-14,20,13,0.0
2023-10-15,14,5,0.0
2023-10-16,36,65,0.0
2023-10-17,25,55,0.0
2023-10-18,26,52,0.0
2023-10-19,31,61,0.0
2023-10-20,37,53,0.0
2023-10-21,22,12,0.0
2023-10-22,16,5,0.0
2023-10-23,48,37,0.0
2023-10-24,53,38,0.0
2023-10-25,52,21,0.0
2023-10-26,56,54,0.0
2023-10-27,53,54,0.0
2023-10-28,19,8,0.0
2023-10-29,9,3,0.0
2023-10-30,42,58,0.0
2023-10-31,59,66,0.0
2023-11-01,43,42,0.0
2023-11-02,62,58,0.0
2023-11-03,45,63,0.0
2023-11-04,22,15,0.0
2023-11-05,18,3,0.0
2023-11-06,40,38,0.0
2023-11-07,82,47,0.0
2023-11-08,59,52,0.0
2023-11-09,50,60,0.0
2023-11-10,71,53,0.0
2023-11-11,22,8,0.0
2023-11-12,6,6,0.0
2023-11-13,33,29,0.0
2023-11-14,43,56,0.0
2023-11-15,61,61,0.0
2023-11-16,65,51,0.0
2023-11-17,55,50,0.0
2023-11-18,28,21,0.0
2023-11-19,17,8,0.0
2023-11-20,43,47,0.0
2023-11-21,60,33,0.0
2023-11-22,53,55,0.0
2023-11-23,22,32,0.0
2023-11-24,9,14,0.0
2023-11-25,2,3,0.0
2023-11-26,4,5,0.0
2023-11-27,24,43,0.0
2023-11-28,52,38,0.0
2023-11-29,40,59,0.0
2023-11-30,59,59,0.0
2023-12-01,50,48,0.0
2023-12-02,22,13,0.0
2023-12-03,14,3,0.0
2023-12-04,26,45,0.0
2023-12-05,58,39,0.0
2023-12-06,37,58,0.0
2023-12-07,51,56,0.0
2023-12-08,43,50,0.0
2023-12-09,25,20,0.0
2023-12-10,18,7,0.0
2023-12-11,31,42,0.0
2023-12-12,71,57,0.0
2023-12-13,53,42,0.0
2023-12-14,37,72,0.0
2023-12-15,57,52,0.0
2023-12-16,14,22,0.0
2023-12-17,5,6,0.0
2023-12-18,27,38,0.0
2023-12-19,43,90,0.0
2023-12-20,61,58,0.0
2023-12-21,40,58,0.0
2023-12-22,28,17,0.0
2023-12-23,10,3,0.0
2023-12-24,7,2,0.0
