,saltstack/salt,ansible/ansible,cfengine/core
2015-04-13,136,39,2
2015-04-14,106,38,20
2015-04-15,77,33,8
2015-04-16,83,22,5
2015-04-17,126,4,3
2015-04-18,26,2,0
2015-04-19,11,10,0
2015-04-20,162,16,9
2015-04-21,92,18,25
2015-04-22,89,4,6
2015-04-23,54,2,6
2015-04-24,74,7,6
2015-04-25,46,4,0
2015-04-26,28,1,0
2015-04-27,67,18,2
2015-04-28,74,19,2
2015-04-29,51,15,3
2015-04-30,79,12,23
2015-05-01,68,23,0
2015-05-02,12,2,0
2015-05-03,25,5,0
2015-05-04,82,25,12
