,JuliaLang/julia,python/cpython,rust-lang/rust
2017-05-23,9,14,51
2017-05-24,20,15,20
2017-05-25,21,5,72
2017-05-26,10,2,34
2017-05-27,4,9,26
2017-05-28,5,5,36
2017-05-29,15,5,14
2017-05-30,15,4,47
2017-05-31,20,2,44
2017-06-01,23,7,68
2017-06-02,5,5,44
2017-06-03,5,2,37
2017-06-04,4,5,46
2017-06-05,13,3,36
2017-06-06,17,10,58
2017-06-07,15,5,29
2017-06-08,7,9,30
2017-06-09,17,17,36
2017-06-10,15,13,22
2017-06-11,9,11,42
2017-06-12,8,7,67
2017-06-13,24,18,55
2017-06-14,6,10,38
2017-06-15,16,5,49
2017-06-16,15,12,36
2017-06-17,9,3,46
2017-06-18,12,1,33
2017-06-19,15,1,42
2017-06-20,26,8,62
2017-06-21,9,6,40
2017-06-22,8,4,52
2017-06-23,16,15,69
2017-06-24,26,6,56
2017-06-25,21,3,17
2017-06-26,30,8,20
2017-06-27,13,8,21
2017-06-28,15,14,36
2017-06-29,13,5,64
2017-06-30,14,10,32
2017-07-01,9,2,17
2017-07-02,9,2,17
2017-07-03,8,3,33
2017-07-04,6,6,48
2017-07-05,5,7,32
2017-07-06,7,4,35
2017-07-07,11,5,37
2017-07-08,13,3,25
2017-07-09,5,2,16
2017-07-10,19,6,37
2017-07-11,32,6,48
2017-07-12,21,4,48
2017-07-13,12,5,55
2017-07-14,16,4,23
2017-07-15,18,3,20
2017-07-16,11,2,13
2017-07-17,22,4,31
2017-07-18,16,5,32
2017-07-19,11,2,35
2017-07-20,12,5,80
2017-07-21,15,8,41
2017-07-22,12,3,45
2017-07-23,2,3,19
2017-07-24,9,9,50
2017-07-25,18,8,63
2017-07-26,17,8,45
2017-07-27,11,6,44
2017-07-28,14,8,92
2017-07-29,12,3,26
2017-07-30,4,6,44
2017-07-31,17,5,70
2017-08-01,13,8,95
2017-08-02,17,3,58
2017-08-03,24,5,38
2017-08-04,10,4,43
2017-08-05,15,1,24
2017-08-06,5,0,21
2017-08-07,18,3,50
2017-08-08,15,2,42
2017-08-09,12,8,57
2017-08-10,4,8,47
2017-08-11,9,1,74
2017-08-12,5,2,39
2017-08-13,4,0,48
2017-08-14,9,5,48
2017-08-15,17,6,43
2017-08-16,9,3,54
2017-08-17,12,6,37
2017-08-18,5,19,35
2017-08-19,11,0,15
2017-08-20,11,4,25
2017-08-21,19,9,41
2017-08-22,30,5,60
2017-08-23,17,1,42
2017-08-24,21,5,32
2017-08-25,21,5,52
2017-08-26,13,2,34
2017-08-27,12,2,41
2017-08-28,12,4,48
2017-08-29,39,5,55
2017-08-30,22,7,44
2017-08-31,17,0,44
2017-09-01,7,6,53
2017-09-02,12,0,39
2017-09-03,19,4,46
2017-09-04,15,28,43
2017-09-05,30,16,92
2017-09-06,12,17,30
2017-09-07,24,19,52
2017-09-08,20,17,24
2017-09-09,13,4,31
2017-09-10,7,5,46
2017-09-11,9,9,31
2017-09-12,10,7,35
2017-09-13,11,17,54
2017-09-14,13,20,45
2017-09-15,19,11,68
2017-09-16,8,3,50
2017-09-17,20,5,89
2017-09-18,10,7,59
2017-09-19,12,13,59
2017-09-20,27,6,42
2017-09-21,22,5,36
2017-09-22,27,6,29
2017-09-23,14,5,63
2017-09-24,11,10,54
2017-09-25,12,9,56
2017-09-26,9,3,55
2017-09-27,16,5,62
2017-09-28,8,3,49
2017-09-29,18,10,69
2017-09-30,12,7,67
2017-10-01,10,2,23
2017-10-02,9,7,31
2017-10-03,14,6,22
2017-10-04,7,8,40
2017-10-05,6,9,60
2017-10-06,10,8,48
2017-10-07,10,2,45
2017-10-08,10,4,63
2017-10-09,15,3,37
2017-10-10,15,4,58
2017-10-11,19,2,43
2017-10-12,9,6,43
2017-10-13,19,7,57
2017-10-14,11,3,35
2017-10-15,12,4,37
2017-10-16,16,5,56
2017-10-17,12,11,42
2017-10-18,11,3,58
2017-10-19,28,7,30
2017-10-20,20,2,46
2017-10-21,11,1,41
2017-10-22,8,6,23
2017-10-23,13,6,21
2017-10-24,16,11,28
2017-10-25,14,4,46
2017-10-26,18,10,37
2017-10-27,13,9,45
2017-10-28,15,4,40
2017-10-29,5,0,30
2017-10-30,17,2,23
2017-10-31,18,11,74
2017-11-01,14,7,48
2017-11-02,14,9,66
2017-11-03,10,7,71
2017-11-04,4,9,51
2017-11-05,5,3,43
2017-11-06,13,3,77
2017-11-07,17,20,80
2017-11-08,10,11,62
2017-11-09,14,5,43
2017-11-10,5,6,47
2017-11-11,3,8,29
2017-11-12,2,5,43
2017-11-13,6,5,68
2017-11-14,16,4,64
2017-11-15,4,12,88
2017-11-16,15,8,102
2017-11-17,2,2,59
2017-11-18,8,5,50
2017-11-19,14,3,100
2017-11-20,15,6,73
2017-11-21,15,7,40
2017-11-22,15,3,39
2017-11-23,14,15,31
2017-11-24,15,12,52
2017-11-25,28,10,36
2017-11-26,36,6,53
2017-11-27,18,10,61
2017-11-28,11,15,42
2017-11-29,15,10,63
2017-11-30,14,9,54
2017-12-01,5,10,69
2017-12-02,7,4,25
2017-12-03,13,5,47
2017-12-04,18,7,57
2017-12-05,16,14,63
2017-12-06,10,10,55
2017-12-07,22,4,63
2017-12-08,24,3,26
2017-12-09,39,6,18
2017-12-10,11,5,46
2017-12-11,42,8,46
2017-12-12,27,10,35
2017-12-13,43,11,78
2017-12-14,24,14,43
2017-12-15,40,15,68
2017-12-16,37,8,13
2017-12-17,13,2,43
2017-12-18,28,9,73
2017-12-19,25,13,35
2017-12-20,14,10,91
2017-12-21,23,10,77
2017-12-22,16,2,45
2017-12-23,3,8,27
2017-12-24,5,2,27
2017-12-25,1,5,14
2017-12-26,9,3,59
2017-12-27,15,0,31
2017-12-28,7,2,38
2017-12-29,11,4,20
2017-12-30,9,9,20
2017-12-31,7,2,44
2018-01-01,4,1,34
2018-01-02,10,2,28
2018-01-03,9,1,43
2018-01-04,27,6,50
2018-01-05,29,3,26
2018-01-06,15,7,40
2018-01-07,18,7,43
2018-01-08,24,1,38
2018-01-09,13,10,29
2018-01-10,7,1,46
2018-01-11,15,5,42
2018-01-12,5,8,65
2018-01-13,12,2,46
2018-01-14,8,1,30
2018-01-15,8,7,62
2018-01-16,14,7,79
2018-01-17,17,6,62
2018-01-18,20,4,37
2018-01-19,20,1,86
2018-01-20,8,7,55
2018-01-21,13,2,35
2018-01-22,28,6,85
2018-01-23,27,10,60
2018-01-24,17,15,38
2018-01-25,15,11,63
2018-01-26,6,11,76
2018-01-27,20,19,61
2018-01-28,13,21,53
2018-01-29,18,29,78
2018-01-30,20,19,75
2018-01-31,7,10,65
2018-02-01,18,5,36
2018-02-02,16,9,36
2018-02-03,7,3,19
2018-02-04,4,8,75
2018-02-05,12,5,54
2018-02-06,14,4,38
2018-02-07,9,1,41
2018-02-08,16,1,35
2018-02-09,42,7,32
2018-02-10,12,3,59
2018-02-11,3,7,36
2018-02-12,10,4,43
2018-02-13,6,6,29
2018-02-14,28,5,61
2018-02-15,13,0,29
2018-02-16,18,3,30
2018-02-17,8,6,61
2018-02-18,6,9,36
2018-02-19,14,2,40
2018-02-20,15,5,48
2018-02-21,19,3,31
2018-02-22,10,8,36
2018-02-23,24,7,85
2018-02-24,8,8,58
2018-02-25,10,9,49
2018-02-26,6,8,33
2018-02-27,23,12,30
2018-02-28,14,4,76
2018-03-01,10,3,67
2018-03-02,10,1,39
2018-03-03,8,1,39
2018-03-04,3,4,31
2018-03-05,4,4,69
2018-03-06,16,3,64
2018-03-07,20,2,45
2018-03-08,12,3,167
2018-03-09,17,4,78
2018-03-10,11,7,46
2018-03-11,19,11,30
2018-03-12,7,5,48
2018-03-13,4,5,59
2018-03-14,13,1,69
2018-03-15,13,0,71
2018-03-16,20,0,57
2018-03-17,7,2,75
2018-03-18,5,6,57
2018-03-19,9,2,73
2018-03-20,10,3,46
2018-03-21,7,7,41
2018-03-22,12,4,96
2018-03-23,27,6,68
2018-03-24,0,5,40
2018-03-25,5,9,49
2018-03-26,6,11,78
2018-03-27,2,3,89
2018-03-28,11,9,65
2018-03-29,4,2,54
2018-03-30,5,2,34
2018-03-31,4,2,28
2018-04-01,4,1,40
2018-04-02,1,3,44
2018-04-03,5,4,55
2018-04-04,15,5,58
2018-04-05,36,6,76
2018-04-06,18,4,74
2018-04-07,5,4,38
2018-04-08,4,2,31
2018-04-09,16,6,42
2018-04-10,17,2,64
2018-04-11,4,2,72
2018-04-12,12,0,62
2018-04-13,12,2,53
2018-04-14,3,2,45
2018-04-15,1,4,76
2018-04-16,3,4,41
2018-04-17,3,9,42
2018-04-18,6,2,33
2018-04-19,17,4,29
2018-04-20,11,8,49
2018-04-21,2,1,38
2018-04-22,2,1,20
2018-04-23,8,5,34
2018-04-24,6,0,39
2018-04-25,3,7,35
2018-04-26,8,1,61
2018-04-27,4,4,82
2018-04-28,0,1,36
2018-04-29,0,6,40
2018-04-30,1,10,61
2018-05-01,11,4,51
2018-05-02,13,5,43
2018-05-03,13,0,64
2018-05-04,10,2,40
2018-05-05,9,1,38
2018-05-06,12,2,39
2018-05-07,13,0,44
2018-05-08,5,4,33
2018-05-09,15,6,56
2018-05-10,10,2,61
2018-05-11,12,2,54
2018-05-12,9,0,61
2018-05-13,3,2,47
2018-05-14,5,15,47
2018-05-15,8,12,100
2018-05-16,7,16,75
2018-05-17,5,15,90
2018-05-18,11,4,73
2018-05-19,4,3,46
2018-05-20,7,15,34
2018-05-21,12,4,61
2018-05-22,18,10,68
2018-05-23,38,6,45
2018-05-24,5,8,108
2018-05-25,5,2,24
2018-05-26,3,6,35
2018-05-27,6,0,42
2018-05-28,12,17,64
2018-05-29,17,16,71
2018-05-30,27,10,53
2018-05-31,9,10,59
2018-06-01,8,11,54
2018-06-02,3,6,47
2018-06-03,5,4,84
2018-06-04,6,14,38
2018-06-05,4,13,81
2018-06-06,5,9,56
2018-06-07,5,10,49
2018-06-08,10,23,38
2018-06-09,2,7,45
2018-06-10,4,12,24
2018-06-11,16,14,49
2018-06-12,30,9,36
2018-06-13,17,3,27
2018-06-14,9,5,19
2018-06-15,5,12,23
