,ruby/ruby,python/cpython,php/php-src
2019-01-13,8,3,0
2019-01-14,8,2,18
2019-01-15,7,9,12
2019-01-16,5,3,8
2019-01-17,8,6,7
2019-01-18,7,10,9
2019-01-19,6,0,13
2019-01-20,11,2,7
2019-01-21,11,5,12
2019-01-22,8,5,8
2019-01-23,3,6,0
2019-01-24,6,3,22
2019-01-25,4,5,10
2019-01-26,2,2,0
2019-01-27,5,2,2
2019-01-28,5,2,19
2019-01-29,0,2,16
2019-01-30,8,5,31
2019-01-31,9,6,9
2019-02-01,11,10,11
2019-02-02,9,9,0
2019-02-03,3,6,9
2019-02-04,7,5,13
