,mui/material-ui,twbs/bootstrap,ant-design/ant-design
2017-07-12,-0.09619128558437318,2,11
2017-07-13,2.148651922095314,1,6
2017-07-14,2.074243488407814,4,21
2017-07-15,-0.9271708262109366,1,5
2017-07-16,-0.5273725995203118,7,7
2017-07-17,-0.32965588631874937,1,16
2017-07-18,4.791198958084376,2,3
2017-07-19,5.34110858801875,0,9
2017-07-20,3.084265708198437,0,5
2017-07-21,1.117115119667187,0,5
2017-07-22,5.291786003345313,0,10
2017-07-23,4.966244692392188,0,2
2017-07-24,7.8278394375,0,10
2017-07-25,0.41876744374999975,0,10
2017-07-26,1.9007397074218755,0,2
2017-07-27,1.9627215492265633,2,5
2017-07-28,1.0355111652218763,3,6
2017-07-29,13.194857961325,0,7
2017-07-30,1.0710511268343748,8,10
2017-07-31,1.6686919654406251,4,8
2017-08-01,6.87814338764375,0,9
2017-08-02,4.490498074895314,0,6
2017-08-03,2.5617702421312503,0,7
2017-08-04,0.731305185845313,8,13
2017-08-05,3.9962187813609384,0,2
2017-08-06,-1.1804302135406242,0,5
