,cfengine/core,saltstack/salt,ansible/ansible
2019-04-13,4,9,0
2019-04-14,0,6,2
2019-04-15,11,22,22
2019-04-16,7,18,16
2019-04-17,0,103,15
2019-04-18,1,63,17
2019-04-19,0,48,0
2019-04-20,0,20,2
2019-04-21,0,6,1
2019-04-22,8,15,16
2019-04-23,3,14,14
2019-04-24,2,15,27
2019-04-25,7,17,13
2019-04-26,8,18,14
2019-04-27,0,29,1
2019-04-28,0,16,2
2019-04-29,4,38,16
2019-04-30,7,38,21
2019-05-01,1,11,23
2019-05-02,11,21,16
2019-05-03,3,24,8
2019-05-04,0,9,3
