,gcc-mirror/gcc,llvm/llvm-project,golang/go
2015-05-11,30,77,28
2015-05-12,62,139,19
2015-05-13,61,96,16
2015-05-14,10,85,21
2015-05-15,15,77,29
2015-05-16,24,41,4
2015-05-17,7,15,3
2015-05-18,32,92,17
2015-05-19,61,94,16
2015-05-20,34,93,8
2015-05-21,33,112,11
2015-05-22,71,90,16
2015-05-23,11,34,3
2015-05-24,15,16,0
2015-05-25,15,34,2
2015-05-26,52,100,8
2015-05-27,35,101,13
2015-05-28,32,139,16
2015-05-29,14,103,8
2015-05-30,11,33,5
2015-05-31,8,35,2
2015-06-01,70,97,8
2015-06-02,34,89,15
