,JuliaLang/julia,rust-lang/rust,python/cpython
2013-08-23,10,35,21
2013-08-24,2,43,13
2013-08-25,4,21,23
2013-08-26,24,44,9
2013-08-27,39,34,8
2013-08-28,25,47,11
2013-08-29,33,28,19
2013-08-30,19,42,7
2013-08-31,18,18,13
2013-09-01,3,11,13
2013-09-02,11,18,6
2013-09-03,10,33,10
2013-09-04,6,41,14
2013-09-05,5,34,15
2013-09-06,2,102,24
2013-09-07,9,24,18
2013-09-08,7,12,30
2013-09-09,20,25,15
2013-09-10,25,27,5
2013-09-11,19,31,3
2013-09-12,8,28,5
2013-09-13,10,42,21
2013-09-14,13,34,12
2013-09-15,9,38,18
