,gatsbyjs/gatsby,vercel/next.js,gohugoio/hugo
2019-12-13,5,7,0
2019-12-14,1,9,1
2019-12-15,2,0,2
2019-12-16,23,4,0
2019-12-17,18,3,0
2019-12-18,15,4,5
2019-12-19,12,2,6
2019-12-20,20,5,2
2019-12-21,0,2,3
2019-12-22,8,2,4
2019-12-23,7,6,5
2019-12-24,6,7,0
2019-12-25,1,0,0
2019-12-26,2,6,0
2019-12-27,4,4,0
2019-12-28,0,2,1
2019-12-29,0,4,0
2019-12-30,6,13,1
2019-12-31,1,5,0
2020-01-01,1,1,5
2020-01-02,1,4,0
2020-01-03,6,25,0
2020-01-04,0,9,2
