,apache/groovy,jetbrains/kotlin,scala/scala
2018-09-29,0,4,5
2018-09-30,1,2,2
2018-10-01,0,39,38
2018-10-02,0,18,18
2018-10-03,1,25,13
2018-10-04,6,7,6
2018-10-05,0,4,9
2018-10-06,14,0,3
2018-10-07,3,0,0
2018-10-08,0,14,4
2018-10-09,1,30,6
2018-10-10,2,26,4
2018-10-11,4,32,45
2018-10-12,2,33,3
2018-10-13,4,0,1
2018-10-14,3,6,1
2018-10-15,1,34,27
2018-10-16,2,43,26
2018-10-17,2,51,7
2018-10-18,1,26,5
2018-10-19,0,35,19
2018-10-20,11,0,1
2018-10-21,1,2,0
