,vercel/next.js,gatsbyjs/gatsby,gohugoio/hugo
2018-10-12,3,2.602837361795313,1
2018-10-13,0,-5.367052930784375,0
2018-10-14,1,-1.1827346278874993,0
2018-10-15,3,22.807156559704687,1
2018-10-16,1,13.336793376974997,7
2018-10-17,1,-6.8697032974812515,3
2018-10-18,2,5.205719437139063,0
2018-10-19,1,9.903005268340625,0
2018-10-20,12,-7.5470280107124985,0
2018-10-21,0,-3.234223007839061,1
2018-10-22,3,16.172023535740625,14
2018-10-23,1,10.435629595648436,5
2018-10-24,0,7.272062155340624,7
2018-10-25,1,5.474888784835938,0
2018-10-26,2,11.04611905015,8
2018-10-27,0,-1.490834046307814,3
2018-10-28,4,-3.7197339192218744,3
2018-10-29,1,12.676916127503127,13
2018-10-30,1,13.294782224471874,2
2018-10-31,0,2.071320025546873,1
2018-11-01,2,10.012902357310939,7
2018-11-02,6,6.726451986057812,6
2018-11-03,7,-7.072063947554687,2
2018-11-04,15,6.099098664453125,1
