,kubernetes/kubernetes,hashicorp/nomad,docker-archive/classicswarm
2017-07-13,50,6,-2.332775424000001
2017-07-14,76,7,-0.26173870080000095
2017-07-15,14,0,1.9601919999999997
2017-07-16,19,2,-1.3097984000000003
2017-07-17,70,18,-0.7882137600000005
2017-07-18,94,21,7.409767424
2017-07-19,100,27,2.9239579648000014
2017-07-20,107,14,-2.0065666047999997
2017-07-21,74,39,2.0879094783999994
2017-07-22,32,8,-1.173967872
2017-07-23,2,11,-0.6679204864000001
2017-07-24,52,27,-0.47251845120000013
2017-07-25,96,21,1.66164224
2017-07-26,69,34,-0.6763432959999995
2017-07-27,25,9,-0.39297976319999955
2017-07-28,84,6,1.7908730880000001
2017-07-29,13,2,-0.5103631359999997
2017-07-30,4,3,-0.24848005120000005
2017-07-31,52,19,-0.13685760000000008
2017-08-01,47,20,-0.10105344000000005
2017-08-02,80,20,-0.0798474239999999
2017-08-03,101,3,-0.06579630079999996
2017-08-04,64,37,0.96614656
2017-08-05,39,1,-0.22877542399999984
2017-08-06,16,2,-0.1049387008
2017-08-07,59,22,0.952
2017-08-08,61,13,-0.23359999999999997
2017-08-09,55,5,1.894464
2017-08-10,88,18,-0.4684288
2017-08-11,58,19,-0.21052672000000017
2017-08-12,41,10,-0.13592371200000003
2017-08-13,7,0,-0.1000981504
2017-08-14,70,25,-0.06799872000000004
2017-08-15,78,12,-0.05524531199999996
2017-08-16,75,11,-0.04632279039999998
2017-08-17,82,32,-0.02877542399999988
2017-08-18,73,10,-0.02493870079999993
2017-08-19,16,2,0.0
2017-08-20,5,0,0.0
2017-08-21,56,14,0.0
2017-08-22,74,17,0.0
2017-08-23,93,24,0.0
2017-08-24,83,7,1.0
2017-08-25,128,25,-0.19999999999999996
2017-08-26,83,1,-0.08000000000000007
2017-08-27,16,0,-0.048000000000000036
2017-08-28,57,29,-0.03360000000000001
2017-08-29,81,37,2.9744639999999998
2017-08-30,91,17,-0.6204287999999999
2017-08-31,48,8,0.7430732799999997
2017-09-01,134,5,-0.35838771199999997
2017-09-02,28,0,-0.19326935040000007
2017-09-03,82,0,-0.12460800000000008
2017-09-04,49,93,-0.09488640000000004
2017-09-05,77,24,0.9236838399999999
2017-09-06,62,9,-0.26359193599999975
2017-09-07,55,10,-0.13433477119999998
2017-09-08,64,12,-0.06238771199999998
2017-09-09,10,5,-0.04606935039999997
2017-09-10,5,7,-0.025536000000000014
2017-09-11,25,18,-0.02042880000000001
2017-09-12,44,7,-0.01692672000000001
2017-09-13,62,24,-0.01438771199999994
2017-09-14,31,56,-0.012469350399999964
2017-09-15,66,47,0.0
2017-09-16,15,8,0.0
2017-09-17,1,24,0.0
2017-09-18,27,5,0.0
2017-09-19,38,17,0.0
2017-09-20,60,3,0.0
2017-09-21,50,2,0.0
2017-09-22,27,1,0.0
2017-09-23,91,0,0.0
2017-09-24,47,1,0.0
2017-09-25,53,20,0.0
2017-09-26,44,33,0.0
2017-09-27,50,31,0.0
2017-09-28,55,7,0.0
2017-09-29,60,15,0.0
2017-09-30,19,4,0.0
2017-10-01,7,0,0.0
2017-10-02,30,11,0.0
2017-10-03,68,18,0.0
2017-10-04,47,2,0.0
2017-10-05,46,12,2.0
2017-10-06,50,12,-0.3999999999999999
2017-10-07,14,0,-0.16000000000000014
2017-10-08,6,0,-0.09600000000000007
2017-10-09,60,16,-0.06720000000000002
2017-10-10,55,8,0.948928
2017-10-11,67,31,-0.24085759999999998
2017-10-12,66,43,-0.11385344000000008
2017-10-13,68,35,-0.07677542399999991
2017-10-14,18,2,-0.05853870079999994
2017-10-15,8,1,0.974464
2017-10-16,78,31,-0.22042879999999998
2017-10-17,55,18,-0.09692672000000008
2017-10-18,74,14,-0.06238771199999998
2017-10-19,93,36,-0.04606935039999997
2017-10-20,47,9,-0.025536000000000014
2017-10-21,22,1,0.9795712
2017-10-22,8,1,-0.21692671999999996
2017-10-23,55,17,-0.09438771200000001
2017-10-24,75,35,-0.060469350399999997
2017-10-25,76,17,-0.03360000000000001
2017-10-26,82,18,-0.025536000000000014
2017-10-27,74,14,-0.02042880000000001
2017-10-28,26,3,-0.01692672000000001
2017-10-29,10,0,-0.01438771199999994
2017-10-30,42,5,0.9875306496
2017-10-31,63,12,-0.19999999999999996
2017-11-01,82,59,-0.08000000000000007
2017-11-02,89,22,-0.048000000000000036
2017-11-03,76,36,0.9664
2017-11-04,20,1,-0.22553599999999996
2017-11-05,12,2,-0.10042880000000008
2017-11-06,56,6,1.93507328
2017-11-07,95,5,-0.44798771199999987
2017-11-08,40,1,0.8019946495999999
2017-11-09,111,3,-0.31642880000000007
2017-11-10,95,13,-0.16412672000000011
2017-11-11,30,2,-0.11345971199999999
2017-11-12,13,0,-0.08692695040000001
2017-11-13,69,25,-0.05938944000000003
2017-11-14,81,9,-0.049204223999999894
2017-11-15,75,24,-0.04186542079999994
2017-11-16,95,8,-0.01438771199999994
2017-11-17,53,26,-0.012469350399999964
2017-11-18,76,4,0.0
2017-11-19,41,2,0.0
2017-11-20,89,17,0.0
2017-11-21,110,27,0.0
2017-11-22,143,1,0.0
2017-11-23,71,2,0.0
2017-11-24,30,0,0.0
2017-11-25,15,0,0.0
2017-11-26,3,0,0.0
2017-11-27,41,2,0.0
2017-11-28,47,3,0.0
2017-11-29,48,9,0.0
2017-11-30,31,27,1.0
2017-12-01,33,7,-0.19999999999999996
2017-12-02,10,1,-0.08000000000000007
2017-12-03,5,2,-0.048000000000000036
2017-12-04,31,13,-0.03360000000000001
2017-12-05,24,7,-0.025536000000000014
2017-12-06,20,23,-0.02042880000000001
2017-12-07,21,17,-0.01692672000000001
2017-12-08,13,20,-0.01438771199999994
2017-12-09,2,1,-0.012469350399999964
2017-12-10,3,1,0.0
2017-12-11,19,6,0.0
2017-12-12,22,30,0.0
2017-12-13,30,4,0.0
2017-12-14,68,2,0.0
2017-12-15,42,3,0.0
2017-12-16,75,0,0.0
2017-12-17,58,0,0.0
2017-12-18,70,9,0.0
2017-12-19,68,6,1.0
2017-12-20,51,10,-0.19999999999999996
2017-12-21,47,5,-0.08000000000000007
2017-12-22,30,0,-0.048000000000000036
2017-12-23,18,0,-0.03360000000000001
2017-12-24,0,0,-0.025536000000000014
2017-12-25,19,0,-0.02042880000000001
2017-12-26,8,0,0.9830732799999999
2017-12-27,16,2,-0.2143877119999999
2017-12-28,11,0,0.9075306496
2017-12-29,9,1,-0.248
2017-12-30,2,0,-0.11360000000000009
2017-12-31,0,0,-0.07353600000000005
2018-01-01,1,0,-0.05402880000000002
2018-01-02,40,2,1.95753728
2018-01-03,51,11,1.5651834880000002
2018-01-04,50,12,0.4106039295999999
2018-01-05,39,1,0.5296122879999998
2018-01-06,19,0,-0.4556693504000001
2018-01-07,19,0,-0.24627200000000016
2018-01-08,34,30,-0.17352960000000012
2018-01-09,47,16,-0.13384704000000006
2018-01-10,91,6,-0.10859366399999992
2018-01-11,32,3,-0.09106964479999982
2018-01-12,37,7,-0.05625313279999988
2018-01-13,35,2,-0.026857062399999902
2018-01-14,5,2,-0.012469350399999964
2018-01-15,42,0,0.0
2018-01-16,48,8,0.0
2018-01-17,47,57,0.0
2018-01-18,59,19,0.0
2018-01-19,103,14,0.0
2018-01-20,37,0,0.0
2018-01-21,5,4,0.0
2018-01-22,20,7,0.0
2018-01-23,78,14,0.0
2018-01-24,47,4,2.0
2018-01-25,48,4,0.6000000000000001
2018-01-26,56,6,0.6399999999999999
2018-01-27,16,1,-0.3760000000000001
2018-01-28,4,0,-0.19520000000000012
2018-01-29,47,9,-0.13267200000000007
2018-01-30,63,13,-0.09999360000000004
2018-01-31,61,65,-0.07981824000000004
2018-02-01,60,11,-0.0661309439999999
2018-02-02,57,3,-0.05625313279999988
2018-02-03,26,2,-0.026857062399999902
2018-02-04,16,0,-0.012469350399999964
2018-02-05,50,3,0.0
2018-02-06,79,46,0.0
2018-02-07,98,8,1.0
2018-02-08,87,7,-0.19999999999999996
2018-02-09,83,6,-0.08000000000000007
2018-02-10,16,0,-0.048000000000000036
2018-02-11,31,0,-0.03360000000000001
2018-02-12,44,9,0.974464
2018-02-13,84,1,0.7795712
2018-02-14,63,6,-0.29692672000000003
2018-02-15,58,79,0.8576122879999999
2018-02-16,64,3,-0.29406935039999993
2018-02-17,21,1,-0.1391360000000001
2018-02-18,5,0,-0.09396480000000007
2018-02-19,17,0,-0.07095552000000002
2018-02-20,51,10,-0.056850431999999965
2018-02-21,69,8,-0.04728586239999991
2018-02-22,105,3,-0.029396070399999974
2018-02-23,104,0,-0.01438771199999994
2018-02-24,46,1,-0.012469350399999964
2018-02-25,42,0,0.0
2018-02-26,93,11,0.0
2018-02-27,118,8,0.0
2018-02-28,80,2,0.0
2018-03-01,54,5,0.0
2018-03-02,34,1,0.0
2018-03-03,18,24,0.0
2018-03-04,4,1,0.0
2018-03-05,38,18,0.0
2018-03-06,36,9,0.0
2018-03-07,34,3,0.0
2018-03-08,34,17,0.0
2018-03-09,35,9,1.0
2018-03-10,11,1,-0.19999999999999996
2018-03-11,5,167,-0.08000000000000007
2018-03-12,33,9,-0.048000000000000036
2018-03-13,46,19,-0.03360000000000001
2018-03-14,16,65,-0.025536000000000014
2018-03-15,15,7,-0.02042880000000001
2018-03-16,34,24,-0.01692672000000001
2018-03-17,3,4,-0.01438771199999994
2018-03-18,2,0,-0.012469350399999964
2018-03-19,27,13,0.0
2018-03-20,83,26,0.0
2018-03-21,85,118,0.0
2018-03-22,67,33,0.0
2018-03-23,23,15,0.0
2018-03-24,14,1,0.0
2018-03-25,16,2,0.0
2018-03-26,39,15,0.0
2018-03-27,70,33,0.0
2018-03-28,51,30,2.0
2018-03-29,37,39,-0.3999999999999999
2018-03-30,59,44,-0.16000000000000014
2018-03-31,25,1,-0.09600000000000007
2018-04-01,5,0,-0.06720000000000002
2018-04-02,36,4,-0.05107200000000003
2018-04-03,40,16,-0.04085760000000002
2018-04-04,61,21,-0.03385344000000002
2018-04-05,39,17,-0.02877542399999988
2018-04-06,60,2,-0.02493870079999993
2018-04-07,20,4,0.0
2018-04-08,14,0,0.0
2018-04-09,41,27,0.0
2018-04-10,39,33,0.0
2018-04-11,65,24,0.0
2018-04-12,68,45,4.0
2018-04-13,64,10,-0.7999999999999998
2018-04-14,13,2,-0.3200000000000003
2018-04-15,5,1,-0.19200000000000014
2018-04-16,51,23,0.8655999999999999
2018-04-17,46,17,-0.302144
2018-04-18,69,15,-0.16171520000000011
2018-04-19,71,19,-0.11570688000000007
2018-04-20,36,5,-0.09115084799999977
2018-04-21,12,3,-0.07541340159999987
2018-04-22,4,1,-0.02042880000000001
2018-04-23,38,9,-0.01692672000000001
2018-04-24,57,8,-0.01438771199999994
2018-04-25,83,14,-0.012469350399999964
2018-04-26,54,30,0.0
2018-04-27,60,12,0.0
2018-04-28,24,0,0.0
2018-04-29,8,0,0.0
2018-04-30,30,1,0.0
2018-05-01,30,4,0.0
2018-05-02,28,12,0.0
2018-05-03,47,5,0.0
2018-05-04,41,18,0.0
2018-05-05,5,18,0.0
2018-05-06,2,0,0.0
2018-05-07,37,73,0.0
2018-05-08,43,10,0.0
2018-05-09,66,18,1.0
2018-05-10,52,19,-0.19999999999999996
2018-05-11,58,13,-0.08000000000000007
2018-05-12,11,2,-0.048000000000000036
2018-05-13,3,0,-0.03360000000000001
2018-05-14,59,6,-0.025536000000000014
2018-05-15,75,1,-0.02042880000000001
2018-05-16,62,0,-0.01692672000000001
2018-05-17,68,1,-0.01438771199999994
2018-05-18,50,1,0.9875306496
2018-05-19,28,0,-0.19999999999999996
2018-05-20,5,0,-0.08000000000000007
2018-05-21,36,28,-0.048000000000000036
2018-05-22,72,19,-0.03360000000000001
2018-05-23,71,7,-0.025536000000000014
2018-05-24,66,14,-0.02042880000000001
2018-05-25,66,32,-0.01692672000000001
2018-05-26,17,1,-0.01438771199999994
2018-05-27,14,0,-0.012469350399999964
2018-05-28,34,0,0.0
2018-05-29,50,6,3.0
2018-05-30,64,38,0.40000000000000013
2018-05-31,60,35,0.5599999999999998
2018-06-01,58,26,2.5759999999999996
2018-06-02,33,0,-0.8288
2018-06-03,11,0,-0.39820800000000034
2018-06-04,67,6,-0.26442240000000017
2018-06-05,82,13,-0.1975449600000001
2018-06-06,46,17,-0.15712665599999986
2018-06-07,44,22,-0.13000888319999987
2018-06-08,38,7,-0.07763722239999993
2018-06-09,6,0,-0.05563248639999978
2018-06-10,0,0,-0.03740805119999989
2018-06-11,16,21,0.0
2018-06-12,37,6,0.0
2018-06-13,20,14,1.0
2018-06-14,22,5,-0.19999999999999996
2018-06-15,14,1,-0.08000000000000007
2018-06-16,3,0,-0.048000000000000036
2018-06-17,2,0,-0.03360000000000001
2018-06-18,20,0,-0.025536000000000014
2018-06-19,25,5,-0.02042880000000001
2018-06-20,83,8,-0.01692672000000001
2018-06-21,74,10,-0.01438771199999994
2018-06-22,82,6,-0.012469350399999964
2018-06-23,18,0,0.0
2018-06-24,10,0,0.0
2018-06-25,28,0,0.0
2018-06-26,31,1,0.0
2018-06-27,40,0,0.0
2018-06-28,45,1,0.0
2018-06-29,51,2,0.0
2018-06-30,21,5,0.0
2018-07-01,4,0,0.0
2018-07-02,44,8,0.0
2018-07-03,62,9,0.0
2018-07-04,32,3,0.0
2018-07-05,51,9,0.0
2018-07-06,34,25,0.0
2018-07-07,11,3,0.0
2018-07-08,22,0,0.0
2018-07-09,44,6,0.0
2018-07-10,39,14,0.0
2018-07-11,28,33,0.0
2018-07-12,40,2,0.0
2018-07-13,34,10,0.0
2018-07-14,15,0,0.0
2018-07-15,3,0,0.0
2018-07-16,47,7,0.0
2018-07-17,39,2,0.0
2018-07-18,44,0,0.0
2018-07-19,28,0,0.0
2018-07-20,33,1,0.0
2018-07-21,7,0,0.0
2018-07-22,4,0,0.0
2018-07-23,35,0,0.0
2018-07-24,25,3,0.0
2018-07-25,34,3,0.0
2018-07-26,39,4,0.0
2018-07-27,45,2,0.0
2018-07-28,18,0,0.0
2018-07-29,0,0,0.0
2018-07-30,18,15,0.0
2018-07-31,33,14,0.0
