,llvm/llvm-project,gcc-mirror/gcc,golang/go
2011-05-11,35,33,10
2011-05-12,44,19,14
2011-05-13,58,21,22
2011-05-14,42,15,5
2011-05-15,24,9,4
2011-05-16,42,17,14
2011-05-17,70,16,12
2011-05-18,79,23,12
2011-05-19,94,25,5
2011-05-20,55,23,9
2011-05-21,35,17,4
2011-05-22,63,20,5
2011-05-23,42,33,7
2011-05-24,64,33,12
2011-05-25,57,47,17
2011-05-26,47,41,12
2011-05-27,63,37,17
2011-05-28,33,13,1
2011-05-29,29,19,5
2011-05-30,14,22,12
2011-05-31,50,36,21
2011-06-01,56,28,16
2011-06-02,66,20,21
