,apache/zookeeper,hashicorp/consul,etcd-io/etcd
2019-12-14,1,0,0.25723310080000006
2019-12-15,3,0,0.36096419839999994
2019-12-16,1,3,0.43655423999999976
2019-12-17,3,5,1.449025024
2019-12-18,0,30,-0.7449572351999998
2019-12-19,1,2,-0.3895200768
2019-12-20,0,8,2.7413250048
2019-12-21,0,0,-0.7694179327999998
2019-12-22,0,1,-0.35528458240000016
2019-12-23,2,1,-0.22864138240000004
2019-12-24,0,0,-0.16151050239999995
2019-12-25,0,0,-0.11785277439999989
2019-12-26,0,0,-0.08622510079999995
2019-12-27,1,0,-0.05078016000000003
2019-12-28,1,0,-0.04316313599999982
2019-12-29,0,0,-0.03740805119999989
2019-12-30,0,0,2.0
2019-12-31,0,0,-0.3999999999999999
2020-01-01,0,0,-0.16000000000000014
2020-01-02,0,0,-0.09600000000000007
2020-01-03,0,1,-0.06720000000000002
