,vercel/next.js,insin/nwb,facebook/create-react-app
2022-10-13,37.06428972906719,0,0
2022-10-14,-5.251457977718751,0,0
2022-10-15,3.4203360531328126,0,0
2022-10-16,-5.387786604954686,0,0
2022-10-17,16.18355879647188,0,0
2022-10-18,34.964925129475,0,0
2022-10-19,14.832658092893748,0,0
2022-10-20,19.576093930579688,0,0
2022-10-21,21.125592807489063,0,0
2022-10-22,2.317880488339064,0,0
2022-10-23,-4.149718846009371,0,0
2022-10-24,41.20768373018125,0,0
2022-10-25,33.52822151447812,0,0
2022-10-26,-11.903978824321875,0,0
2022-10-27,20.32098334001094,0,0
2022-10-28,25.966140522992188,0,0
2022-10-29,-9.466977888985937,0,0
2022-10-30,2.919692455081254,0,0
2022-10-31,7.437618803210938,0,0
2022-11-01,-7.597573497368753,0,0
2022-11-02,14.02766340853906,0,0
2022-11-03,23.098168771231247,0,0
2022-11-04,-1.8516954188171901,0,0
