,elastic/elasticsearch,blevesearch/bleve,apache/solr
2017-06-23,22,0,17
2017-06-24,1,0,2
2017-06-25,2,0,4
2017-06-26,43,0,11
2017-06-27,48,0,22
2017-06-28,38,1,14
2017-06-29,40,0,16
2017-06-30,21,0,12
2017-07-01,4,0,3
2017-07-02,5,0,5
2017-07-03,15,0,13
2017-07-04,18,0,10
2017-07-05,24,0,22
2017-07-06,24,0,17
2017-07-07,40,0,8
2017-07-08,11,0,0
2017-07-09,5,0,2
2017-07-10,23,0,4
2017-07-11,27,0,5
2017-07-12,28,0,10
2017-07-13,27,0,19
2017-07-14,22,0,11
2017-07-15,4,0,1
2017-07-16,1,0,2
